,name,accuracy,effect_chance,pp,priority,power,damage_class,effect_text,target,type
813,dual-wingbeat,90,NaN,10,0,40,physical,Inflicts regular damage.,selected-pokemon,flying
814,scorching-sands,100,30,10,0,70,special,Inflicts regular damage.,selected-pokemon,ground
815,jungle-healing,,NaN,10,0,,status,Inflicts regular damage.,user-and-allies,grass
816,wicked-blow,100,NaN,5,0,80,physical,Inflicts regular damage.,selected-pokemon,dark
817,surging-strikes,100,NaN,5,0,25,physical,Inflicts regular damage.,selected-pokemon,water
818,thunder-cage,90,100,15,0,80,special,Inflicts regular damage.,selected-pokemon,electric
819,dragon-energy,100,NaN,5,0,150,special,Inflicts regular damage.,all-opponents,dragon
820,freezing-glare,100,10,10,0,90,special,Inflicts regular damage.,selected-pokemon,psychic
821,fiery-wrath,100,20,10,0,90,special,Inflicts regular damage.,all-opponents,dark
822,thunderous-kick,100,100,10,0,90,physical,Inflicts regular damage.,selected-pokemon,fighting
823,glacial-lance,100,NaN,5,0,130,physical,Inflicts regular damage.,all-opponents,ice
824,astral-barrage,100,NaN,5,0,120,special,Inflicts regular damage.,all-opponents,ghost
825,eerie-spell,100,NaN,5,0,80,special,Inflicts regular damage.,selected-pokemon,psychic
826,dire-claw,100,NaN,15,0,80,physical,,selected-pokemon,poison
827,psyshield-bash,90,NaN,10,0,70,physical,,selected-pokemon,psychic
828,power-shift,,NaN,10,0,0,status,,user,normal
829,stone-axe,90,NaN,15,0,65,physical,,selected-pokemon,rock
830,springtide-storm,80,NaN,5,0,100,special,,all-opponents,fairy
831,mystical-power,90,NaN,10,0,70,special,,selected-pokemon,psychic
832,raging-fury,100,NaN,10,0,120,physical,,random-opponent,fire
833,wave-crash,100,NaN,10,0,120,physical,,selected-pokemon,water
834,chloroblast,95,NaN,5,0,150,special,,selected-pokemon,grass
835,mountain-gale,85,NaN,10,0,100,physical,,selected-pokemon,ice
836,victory-dance,,NaN,10,0,0,status,,user,fighting
837,headlong-rush,100,NaN,5,0,120,physical,,selected-pokemon,ground
838,barb-barrage,100,NaN,10,0,60,physical,,selected-pokemon,poison
839,esper-wing,100,NaN,10,0,80,special,,selected-pokemon,psychic
840,bitter-malice,100,NaN,10,0,75,special,,selected-pokemon,ghost
841,shelter,,NaN,10,0,0,status,,user,steel
842,triple-arrows,100,NaN,10,0,90,physical,,selected-pokemon,fighting
843,infernal-parade,100,NaN,15,0,60,special,,selected-pokemon,ghost
844,ceaseless-edge,90,NaN,15,0,65,physical,,selected-pokemon,dark
845,bleakwind-storm,80,NaN,10,0,100,special,,all-opponents,flying
846,wildbolt-storm,80,NaN,10,0,100,special,,all-opponents,electric
847,sandsear-storm,80,NaN,10,0,100,special,,all-opponents,ground
848,lunar-blessing,,NaN,5,0,0,status,,all-allies,psychic
849,take-heart,,NaN,10,0,0,status,,all-allies,psychic
850,tera-blast,100,NaN,10,0,80,special,,selected-pokemon,normal
851,silk-trap,,NaN,10,4,0,status,,user,bug
852,axe-kick,90,NaN,10,0,120,physical,,selected-pokemon,fighting
853,last-respects,100,NaN,10,0,50,physical,,selected-pokemon,ghost
854,lumina-crash,100,NaN,10,0,80,special,,selected-pokemon,psychic
855,order-up,100,NaN,10,0,80,physical,,selected-pokemon,dragon
856,jet-punch,100,NaN,15,1,60,physical,,selected-pokemon,water
857,spicy-extract,,NaN,15,0,0,status,,selected-pokemon,grass
858,spin-out,100,NaN,5,0,100,physical,,selected-pokemon,steel
859,population-bomb,90,NaN,10,0,20,physical,,selected-pokemon,normal
860,ice-spinner,100,NaN,15,0,80,physical,,selected-pokemon,ice
861,glaive-rush,100,NaN,5,0,120,physical,,selected-pokemon,dragon
862,revival-blessing,,NaN,1,0,0,status,,fainting-pokemon,normal
863,salt-cure,100,NaN,15,0,40,physical,,selected-pokemon,rock
864,triple-dive,95,NaN,10,0,30,physical,,selected-pokemon,water
865,mortal-spin,100,NaN,15,0,30,physical,,all-opponents,poison
866,doodle,100,NaN,10,0,0,status,,selected-pokemon,normal
867,fillet-away,,NaN,10,0,0,status,,user,normal
868,kowtow-cleave,,NaN,10,0,85,physical,,selected-pokemon,dark
869,flower-trick,,NaN,10,0,70,physical,,selected-pokemon,grass
870,torch-song,100,NaN,10,0,80,special,,selected-pokemon,fire
871,aqua-step,100,NaN,10,0,80,physical,,selected-pokemon,water
872,raging-bull,100,NaN,10,0,90,physical,,selected-pokemon,normal
873,make-it-rain,100,NaN,5,0,120,special,,all-opponents,steel
874,pound,100,NaN,35,0,40,physical,,selected-pokemon,normal
875,pound,100,NaN,35,0,40,physical,,selected-pokemon,normal
876,ruination,90,NaN,10,0,1,special,,selected-pokemon,dark
877,collision-course,100,NaN,5,0,100,physical,,selected-pokemon,fighting
878,electro-drift,100,NaN,5,0,100,special,,selected-pokemon,electric
879,shed-tail,,NaN,10,0,0,status,,user,normal
880,chilly-reception,,NaN,10,0,0,status,,entire-field,ice
881,tidy-up,,NaN,10,0,0,status,,user,normal
882,snowscape,,NaN,10,0,0,status,,entire-field,ice
883,pounce,100,NaN,20,0,50,physical,,selected-pokemon,bug
884,trailblaze,100,NaN,20,0,50,physical,,selected-pokemon,grass
885,chilling-water,100,NaN,20,0,50,special,,selected-pokemon,water
886,hyper-drill,100,NaN,5,0,100,physical,,selected-pokemon,normal
887,twin-beam,100,NaN,10,0,40,special,,selected-pokemon,psychic
888,rage-fist,100,NaN,10,0,50,physical,,selected-pokemon,ghost
889,armor-cannon,100,NaN,5,0,120,special,,selected-pokemon,fire
890,bitter-blade,100,NaN,10,0,90,physical,,selected-pokemon,fire
891,double-shock,100,NaN,5,0,120,physical,,selected-pokemon,electric
892,gigaton-hammer,100,NaN,5,0,160,physical,,selected-pokemon,steel
893,comeuppance,100,NaN,10,0,1,physical,,specific-move,dark
894,aqua-cutter,100,NaN,20,0,70,physical,,selected-pokemon,water
895,blazing-torque,100,NaN,10,0,80,physical,,selected-pokemon,fire
896,wicked-torque,100,NaN,10,0,80,physical,,selected-pokemon,dark
897,noxious-torque,100,NaN,10,0,100,physical,,selected-pokemon,poison
898,combat-torque,100,NaN,10,0,100,physical,,selected-pokemon,fighting
899,magical-torque,100,NaN,10,0,100,physical,,selected-pokemon,fairy
900,hydro-steam,100,NaN,15,0,80,special,,selected-pokemon,water
901,psyblade,100,NaN,15,0,80,physical,,selected-pokemon,psychic
902,shadow-rush,100,NaN,,0,55,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move while in hyper mode.,selected-pokemon,shadow
903,shadow-blast,100,NaN,,0,80,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,selected-pokemon,shadow
904,shadow-blitz,100,NaN,,0,40,physical,Inflicts regular damage.,selected-pokemon,shadow
905,shadow-bolt,100,10,,0,75,special,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,selected-pokemon,shadow
906,shadow-break,100,NaN,,0,75,physical,Inflicts regular damage.,selected-pokemon,shadow
907,shadow-chill,100,10,,0,75,special,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.,selected-pokemon,shadow
908,shadow-end,60,NaN,,0,120,physical,Inflicts regular damage.  User takes 1/2 of its current HP in recoil.,selected-pokemon,shadow
909,shadow-fire,100,10,,0,75,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,selected-pokemon,shadow
910,shadow-rave,100,NaN,,0,70,special,Inflicts regular damage.,opponents-field,shadow
911,shadow-storm,100,NaN,,0,95,special,Inflicts regular damage.,opponents-field,shadow
912,shadow-wave,100,NaN,,0,50,special,Inflicts regular damage.,opponents-field,shadow
913,shadow-down,100,NaN,,0,,status,Lowers the target's Defense by two stages.,opponents-field,shadow
914,shadow-half,100,NaN,,0,,special,"Halves HP of all Pokémon on the field.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",entire-field,shadow
915,shadow-hold,,NaN,,0,,status,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton pass, u turn, or a shed shell.

Both the user and the target pass on this effect with baton pass.",opponents-field,shadow
916,shadow-mist,100,NaN,,0,,status,Lowers the target's evasion by two stages.,opponents-field,shadow
917,shadow-panic,90,NaN,,0,,status,Confuses the target.,opponents-field,shadow
918,shadow-shed,,NaN,,0,,status,"Removes the effects of light screen, reflect, and safeguard.",entire-field,shadow
919,shadow-sky,,NaN,,0,,status,Changes the weather to Shadow Sky for five turns.  Pokémon other than shadow Pokémon take 1/16 their max HP at the end of every turn.  This move is typeless for the purposes of weather ball.,entire-field,shadow
